lastname,firstname,Ccode,Word Count,year,quarter,distrust,task,bace,igb,sc,cc,power,name
Khan,Yhya,770,4841,1971,3,0.380165289,0.678362573,0.326732673,0.25,0.38028169,0.515748031,0.35,Yhya Khan
Krushchev,Nakita,365,6682,1961,1,0.206225681,0.699453552,0.477876106,0.163265306,0.583333333,0.570114943,0.373913043,Nakita Krushchev
Kumaratunga,Chandrinka,780,5581,1995,3,0.384615385,0.692307692,0.320610687,0.161290323,0.34375,0.587020649,0.34375,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,9984,1998,3,0.259067358,0.671296296,0.257668712,0.180555556,0.229166667,0.520920502,0.253164557,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,7847,2000,3,0.179856115,0.581818182,0.417910448,0.112107623,0.196721311,0.554987212,0.315589354,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,15051,2000,4,0.133333333,0.700170358,0.363420428,0.166666667,0.353293413,0.534017972,0.318627451,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,5509,2001,1,0.164705882,0.666666667,0.289655172,0.25443787,0.233333333,0.628272251,0.306122449,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,5659,2002,1,0.277777778,0.609302326,0.281481481,0.251655629,0.25,0.522633745,0.293233083,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,9705,2002,2,0.246153846,0.739690722,0.291139241,0.167832168,0.269230769,0.579439252,0.309677419,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,7751,2002,3,0.100529101,0.614864865,0.256410256,0.164383562,0.269503546,0.567164179,0.22459893,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,8154,2002,4,0.207317073,0.715976331,0.215189873,0.146341463,0.247933884,0.483146067,0.248366013,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,4430,2003,2,0.076923077,0.58,0.295454545,0.137096774,0.138888889,0.574193548,0.305882353,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,5025,2004,1,0.101449275,0.727272727,0.273381295,0.134751773,0.371428571,0.547169811,0.217391304,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,11122,2004,2,0.188679245,0.666666667,0.286343612,0.179487179,0.259541985,0.506,0.271929825,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,11430,2004,3,0.196,0.706319703,0.288194444,0.146341463,0.264367816,0.574912892,0.267148014,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,7895,2004,4,0.138888889,0.702941176,0.234285714,0.196808511,0.346666667,0.510022272,0.32748538,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,4157,2005,1,0.064935065,0.482517483,0.308333333,0.123188406,0.326086957,0.534482759,0.338983051,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,8464,2005,2,0.130718954,0.73381295,0.325688073,0.15,0.360824742,0.590517241,0.341232227,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,11658,2005,3,0.224913495,0.631849315,0.281938326,0.184357542,0.218543046,0.563734291,0.351598174,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,4509,2005,4,0.02247191,0.607142857,0.333333333,0.137096774,0.25,0.521472393,0.281553398,Chandrinka Kumaratunga
Lenin,Vladimir,365,4482,1917,4,0.263513514,0.537974684,0.434343434,0.074468085,0.263157895,0.515695067,0.24742268,Vladimir Lenin
Lenin,Vladimir,365,9551,1919,1,0.265060241,0.802083333,0.38150289,0.12254902,0.448275862,0.441322314,0.267045455,Vladimir Lenin
Lenin,Vladimir,365,5321,1919,3,0.230769231,0.519230769,0.296875,0.076923077,0.181818182,0.435344828,0.26984127,Vladimir Lenin
Lenin,Vladimir,365,8777,1919,4,0.339207048,0.665594855,0.417647059,0.209039548,0.387096774,0.470588235,0.347305389,Vladimir Lenin
Lenin,Vladimir,365,7947,1920,1,0.297101449,0.51754386,0.320512821,0.272727273,0.058823529,0.508733624,0.333333333,Vladimir Lenin
Marcos ,Ferdinand,840,31414,1969,1,0.167938931,0.773641102,0.326241135,0.102635229,0.594202899,0.614063778,0.310954064,Ferdinand Marcos 
Marcos ,Ferdinand,840,22282,1970,1,0.192528736,0.73352999,0.244565217,0.121900826,0.364485981,0.606911447,0.307894737,Ferdinand Marcos 
Marcos ,Ferdinand,840,15750,1971,1,0.194852941,0.799701046,0.316666667,0.132930514,0.598290598,0.623655914,0.35504886,Ferdinand Marcos 
Marcos ,Ferdinand,840,8983,1974,3,0.31496063,0.701694915,0.309608541,0.09540636,0.330275229,0.519832985,0.189964158,Ferdinand Marcos 
Marcos ,Ferdinand,840,6021,1975,3,0.242424242,0.664893617,0.341772152,0.092592593,0.552238806,0.596610169,0.308176101,Ferdinand Marcos 
Mendes,Pierre ,220,9344,1954,3,0.142857143,0.653968254,0.373493976,0.102739726,0.366972477,0.566308244,0.224899598,Pierre  Mendes
Mendes,Pierre ,220,5873,1954,4,0.128654971,0.671698113,0.290697674,0.189873418,0.382978723,0.553846154,0.345238095,Pierre  Mendes
Milosevic,Slobodan,345,9093,1992,2,0.164609053,0.602189781,0.367924528,0.12849162,0.625,0.541511772,0.352112676,Slobodan Milosevic
Milosevic,Slobodan,345,8259,1999,2,0.206088993,0.538194444,0.334883721,0.159183673,0.484375,0.516917293,0.322274882,Slobodan Milosevic
Milosevic,Slobodan,345,4531,2000,1,0.244565217,0.49,0.225,0.175,0.142857143,0.5,0.257142857,Slobodan Milosevic
Netanyahu,Benjamin,666,18828,2009,2,0.140703518,0.384955752,0.344887348,0.182364729,0.32278481,0.482539683,0.304042179,Benjamin Netanyahu
Netanyahu,Benjamin,666,35418,2009,3,0.121142857,0.523039612,0.37752809,0.172995781,0.378807947,0.579434698,0.284210526,Benjamin Netanyahu
Netanyahu,Benjamin,666,28543,2009,4,0.131004367,0.586691659,0.412524851,0.148026316,0.3875,0.56545961,0.317635271,Benjamin Netanyahu
Netanyahu,Benjamin,666,36738,2010,1,0.141784038,0.470588235,0.372881356,0.145021645,0.441330998,0.580628542,0.206334842,Benjamin Netanyahu
Netanyahu,Benjamin,666,31918,2010,2,0.154353562,0.612903226,0.3928,0.144486692,0.368983957,0.552109812,0.247564935,Benjamin Netanyahu
Netanyahu,Benjamin,666,38685,2010,3,0.135580524,0.475536993,0.39408284,0.16765286,0.45754717,0.593596059,0.321384425,Benjamin Netanyahu
Netanyahu,Benjamin,666,30107,2010,4,0.148880105,0.57591623,0.394857668,0.174528302,0.418837675,0.551569507,0.315348837,Benjamin Netanyahu
Netanyahu,Benjamin,666,33043,2011,1,0.117318436,0.427135678,0.358754864,0.179372197,0.371471025,0.57486911,0.26607717,Benjamin Netanyahu
Netanyahu,Benjamin,666,32981,2011,2,0.1328125,0.522072937,0.415969582,0.12942366,0.380029806,0.589200635,0.271450858,Benjamin Netanyahu
Netanyahu,Benjamin,666,13590,2011,3,0.159685864,0.439393939,0.37,0.196825397,0.360189573,0.539141414,0.287531807,Benjamin Netanyahu
Netanyahu,Benjamin,666,19783,2011,4,0.208791209,0.542622951,0.405511811,0.138408304,0.337016575,0.573073516,0.281540505,Benjamin Netanyahu
Netanyahu,Benjamin,666,28227,2012,1,0.181538462,0.517369727,0.382878645,0.156532988,0.354014599,0.575167377,0.241578441,Benjamin Netanyahu
Netanyahu,Benjamin,666,12540,2012,2,0.204379562,0.42519685,0.373931624,0.159883721,0.392982456,0.510046368,0.274509804,Benjamin Netanyahu
Netanyahu,Benjamin,666,5341,2012,3,0.198675497,0.477124183,0.482014388,0.230769231,0.193181818,0.441281139,0.274647887,Benjamin Netanyahu
Netanyahu,Benjamin,666,11025,2012,4,0.230088496,0.556547619,0.415458937,0.18556701,0.324074074,0.511945392,0.299019608,Benjamin Netanyahu
Netanyahu,Benjamin,666,9808,2013,1,0.142259414,0.472463768,0.393617021,0.202846975,0.457894737,0.566202091,0.293956044,Benjamin Netanyahu
Netanyahu,Benjamin,666,13894,2013,2,0.163461538,0.515686275,0.365684575,0.209850107,0.310344828,0.530666667,0.283950617,Benjamin Netanyahu
Netanyahu,Benjamin,666,4600,2013,3,0.20661157,0.347560976,0.316176471,0.283333333,0.285714286,0.448717949,0.287769784,Benjamin Netanyahu
Netanyahu,Benjamin,666,31704,2013,4,0.140963855,0.552158273,0.357622244,0.194379391,0.376199616,0.55027933,0.296404276,Benjamin Netanyahu
Netanyahu,Benjamin,666,28583,2014,1,0.157103825,0.517435321,0.394168467,0.147742818,0.451193059,0.537578887,0.268673356,Benjamin Netanyahu
Netanyahu,Benjamin,666,16897,2014,2,0.254545455,0.52826087,0.38973384,0.159235669,0.370242215,0.509872242,0.287356322,Benjamin Netanyahu
Netanyahu,Benjamin,666,12636,2014,3,0.365239295,0.512315271,0.372750643,0.132911392,0.502762431,0.542625169,0.299741602,Benjamin Netanyahu
Netanyahu,Benjamin,666,9726,2014,4,0.28531856,0.418732782,0.396825397,0.219827586,0.36,0.462184874,0.317647059,Benjamin Netanyahu
Netanyahu,Benjamin,666,11129,2015,1,0.283854167,0.49244713,0.369047619,0.199052133,0.259493671,0.539708266,0.296,Benjamin Netanyahu
Netanyahu,Benjamin,666,22803,2015,2,0.188333333,0.534954407,0.395318596,0.121753247,0.342931937,0.556557377,0.241424802,Benjamin Netanyahu
Netanyahu,Benjamin,666,10537,2015,3,0.286666667,0.438271605,0.377431907,0.197916667,0.360655738,0.554493308,0.307692308,Benjamin Netanyahu
Netanyahu,Benjamin,666,27335,2015,4,0.253177966,0.49054505,0.377224199,0.18159204,0.369272237,0.516642547,0.322463768,Benjamin Netanyahu
Netanyahu,Benjamin,666,15364,2016,1,0.195970696,0.530398323,0.377777778,0.144736842,0.329896907,0.576749436,0.256784969,Benjamin Netanyahu
Netanyahu,Benjamin,666,15155,2016,2,0.215384615,0.497983871,0.363984674,0.134969325,0.26199262,0.505791506,0.283553875,Benjamin Netanyahu
Netanyahu,Benjamin,666,17305,2016,3,0.213483146,0.436823105,0.319742489,0.211136891,0.242424242,0.536352801,0.280590717,Benjamin Netanyahu
Netanyahu,Benjamin,666,5318,2016,4,0.156069364,0.544041451,0.418367347,0.094488189,0.35483871,0.614420063,0.191709845,Benjamin Netanyahu
Nimeiry,Gaafar,625,6985,1978,3,0.174887892,0.627118644,0.19047619,0.208791209,0.259259259,0.527896996,0.292307692,Gaafar Nimeiry
Nu,U,775,9310,1947,4,0.415584416,0.535211268,0.387755102,0.207253886,0.281045752,0.510273973,0.348360656,U Nu
Nu,U,775,18824,1948,2,0.206790123,0.572649573,0.363905325,0.125925926,0.296296296,0.573242188,0.283236994,U Nu
Nu,U,775,4917,1948,3,0.621794872,0.564885496,0.385416667,0.098591549,0.430769231,0.503937008,0.329896907,U Nu
Nu,U,775,7915,1949,1,0.284023669,0.533936652,0.405555556,0.125,0.288288288,0.580578512,0.24137931,U Nu
Nu,U,775,8468,1949,2,0.371794872,0.616504854,0.36627907,0.156862745,0.254098361,0.570776256,0.279069767,U Nu
Nu,U,775,5181,1949,3,0.378571429,0.477011494,0.235955056,0.285714286,0.279069767,0.55704698,0.308510638,U Nu
Nu,U,775,19748,1960,2,0.023300971,0.779552716,0.305439331,0.13372093,0.284671533,0.677647059,0.230125523,U Nu
Olmert,Ehud,666,10597,2006,1,0.133126935,0.640226629,0.350694444,0.14354067,0.305970149,0.568369028,0.271126761,Ehud Olmert
Olmert,Ehud,666,36376,2006,2,0.181166837,0.57120743,0.358036574,0.165374677,0.292682927,0.490142388,0.286129971,Ehud Olmert
Olmert,Ehud,666,20072,2006,3,0.256959315,0.548435171,0.368695652,0.153992395,0.286290323,0.496309963,0.305114638,Ehud Olmert
Olmert,Ehud,666,18819,2006,4,0.164009112,0.535188216,0.355963303,0.128272251,0.30625,0.499486125,0.262664165,Ehud Olmert
Olmert,Ehud,666,17157,2007,1,0.139240506,0.472275335,0.265251989,0.153191489,0.326612903,0.49255441,0.227665706,Ehud Olmert
Olmert,Ehud,666,16452,2007,2,0.263274336,0.581027668,0.316109422,0.173333333,0.283870968,0.49037037,0.262996942,Ehud Olmert
Olmert,Ehud,666,4519,2007,3,0.112359551,0.424242424,0.232258065,0.175824176,0.384615385,0.5546875,0.167701863,Ehud Olmert
Olmert,Ehud,666,30843,2007,4,0.129807692,0.598067633,0.339575531,0.112701252,0.348017621,0.550931677,0.220492866,Ehud Olmert
Olmert,Ehud,666,26886,2008,1,0.228177642,0.519911504,0.377643505,0.131212724,0.348525469,0.549048316,0.312404288,Ehud Olmert
Olmert,Ehud,666,43382,2008,2,0.123916811,0.483333333,0.356896552,0.182217344,0.37195122,0.518235029,0.234416155,Ehud Olmert
Olmert,Ehud,666,29725,2008,3,0.085106383,0.591280654,0.374616172,0.151851852,0.317919075,0.599399399,0.216356108,Ehud Olmert
Olmert,Ehud,666,30413,2008,4,0.155950752,0.6,0.381242387,0.133064516,0.309615385,0.572904707,0.244143033,Ehud Olmert
Olmert,Ehud,666,35043,2009,1,0.144467213,0.538221529,0.354377104,0.1197411,0.306049822,0.547606523,0.259808195,Ehud Olmert
Putin ,Vladimir ,365,6896,2000,3,0.146788991,0.775735294,0.365079365,0.141509434,0.340425532,0.566350711,0.268292683,Vladimir  Putin 
Rajapaska ,Mahinda,780,8164,2005,4,0.132867133,0.695238095,0.376623377,0.175879397,0.25462963,0.451515152,0.390163934,Mahinda Rajapaska 
Rajapaska ,Mahinda,780,5422,2006,3,0.096774194,0.703252033,0.303030303,0.205128205,0.363636364,0.518939394,0.381443299,Mahinda Rajapaska 
Ramos,Fidel,840,4918,1994,3,0.232323232,0.706214689,0.358381503,0.109704641,0.4375,0.480686695,0.258823529,Fidel Ramos
Ramos,Fidel,840,4484,1995,3,0.185840708,0.695,0.392156863,0.15,0.266666667,0.5,0.3,Fidel Ramos
Ramos,Fidel,840,5177,1996,3,0.111111111,0.663507109,0.316455696,0.118320611,0.333333333,0.511627907,0.285714286,Fidel Ramos
Ramos,Fidel,840,6382,1997,3,0.121019108,0.681372549,0.284848485,0.147727273,0.242424242,0.483660131,0.313609467,Fidel Ramos
Sadat,Anwar,651,10393,1970,4,0.201550388,0.601918465,0.328947368,0.207602339,0.340425532,0.463768116,0.344936709,Anwar Sadat
Sadat,Anwar,651,40953,1971,1,0.229508197,0.631956912,0.349041534,0.195355191,0.254098361,0.510430537,0.302124312,Anwar Sadat
Sese Seko,Mobutu,490,4098,1971,1,0.118421053,0.630769231,0.248,0.126315789,0.434782609,0.560150376,0.2890625,Mobutu Sese Seko
Sharon,Ariel,666,12404,2004,3,0.126696833,0.587982833,0.341085271,0.146428571,0.338935574,0.464387464,0.26171875,Ariel Sharon
Sharon,Ariel,666,19334,2004,4,0.149509804,0.688073394,0.368821293,0.116161616,0.305343511,0.483803553,0.280701754,Ariel Sharon
Sharon,Ariel,666,9629,2005,1,0.105,0.583113456,0.330909091,0.17961165,0.362962963,0.447761194,0.27238806,Ariel Sharon
Sharon,Ariel,666,13781,2005,2,0.11409396,0.678423237,0.293975904,0.183098592,0.244444444,0.479833102,0.283618582,Ariel Sharon
Sharon,Ariel,666,11486,2005,3,0.177966102,0.653104925,0.349593496,0.134782609,0.285714286,0.446843854,0.305405405,Ariel Sharon
Sharon,Ariel,666,11806,2005,4,0.178321678,0.651821862,0.33908046,0.15625,0.237623762,0.5,0.307017544,Ariel Sharon
Singh,Charan,750,12379,1979,3,0.157303371,0.661733615,0.302816901,0.125541126,0.244186047,0.603975535,0.260714286,Charan Singh
Ulbricht,Walter,265,6618,1969,1,0.118541033,0.672535211,0.386666667,0.139784946,0.125,0.551282051,0.216216216,Walter Ulbricht
Vajpayee,Bihary,750,6883,1998,2,0.071428571,0.752851711,0.335227273,0.126506024,0.215053763,0.604972376,0.310734463,Bihary Vajpayee
Vajpayee,Bihary,750,12674,1999,1,0.10212766,0.661596958,0.316489362,0.215547703,0.257731959,0.569727891,0.266483516,Bihary Vajpayee
Vajpayee,Bihary,750,15478,2000,1,0.169811321,0.641868512,0.259259259,0.191823899,0.173553719,0.588319088,0.268456376,Bihary Vajpayee
Vajpayee,Bihary,750,13743,2001,1,0.107734807,0.589605735,0.282392027,0.186046512,0.227848101,0.612687813,0.223728814,Bihary Vajpayee
Zedong,Mao,710,5697,1954,4,0.162037037,0.494897959,0.380597015,0.112676056,0.477272727,0.698666667,0.18852459,Mao Zedong
Zedong,Mao,710,4223,1956,3,0.089285714,0.454545455,0.441176471,0.108695652,0.388888889,0.67611336,0.313131313,Mao Zedong
Zedong,Mao,710,39404,1957,1,0.411698538,0.677113703,0.360957643,0.127516779,0.641509434,0.579365079,0.327137546,Mao Zedong
Zedong,Mao,710,7006,1957,3,0.367346939,0.54601227,0.444444444,0.080808081,0.49122807,0.630107527,0.232,Mao Zedong
Zedong,Mao,710,21962,1957,4,0.294642857,0.661654135,0.381663113,0.126213592,0.591836735,0.613519471,0.271149675,Mao Zedong
Zedong,Mao,710,5825,1958,3,0.151724138,0.597087379,0.433333333,0.055944056,0.385542169,0.696,0.146892655,Mao Zedong
Zedong,Mao,710,5202,1963,1,0.193277311,0.594736842,0.34939759,0.144927536,0.310344828,0.655172414,0.333333333,Mao Zedong
Zedong,Mao,710,4239,1964,1,0.198275862,0.674418605,0.425531915,0.1,0.30952381,0.636363636,0.266666667,Mao Zedong
Zedong,Mao,710,7994,1965,1,0.42,0.704980843,0.347593583,0.09929078,0.408450704,0.65037594,0.194444444,Mao Zedong
Zedong,Mao,710,5065,1968,4,0.144654088,0.652777778,0.329896907,0.016666667,0.456140351,0.693181818,0.180851064,Mao Zedong
