lastname,firstname,Ccode,Word Count,year,i1,i2,i3,i4a,i4b,i5ap,i5pr,i5re,i5op,i5th,i5pu,p1,p2,p3,p4,p5,name
Jackson,Andrew,2,7940,1832,0.7,0.35,0.286,0.3,0.8,0.55,0,0.3,0,0.05,0.1,0.378723404,0.174468085,0.121832503,0.078431373,0.99044451,Andrew Jackson
Jackson,Andrew,2,9148,1833,0.68,0.24,0.51232,0.32,0.24,0.76,0,0.08,0.08,0.04,0.04,0.521885522,0.245791246,0.180981532,0.077639752,0.985948639,Andrew Jackson
Jackson,Andrew,2,13631,1834,0.675675676,0.27027027,0.38641344,0.324324324,0.432432432,0.675675676,0.027027027,0.135135135,0.081081081,0,0.081081081,0.420600858,0.184549356,0.1561716,0.073558648,0.988512228,Andrew Jackson
Jackson,Andrew,2,10901,1835,0.44,0.266666667,0.15136,0.56,0.96,0.36,0,0.36,0.08,0.04,0.16,0.440633245,0.194371152,0.155828768,0.061881188,0.990357131,Andrew Jackson
Jackson,Andrew,2,12498,1836,0.818181818,0.393939394,0.424793388,0.181818182,0.545454545,0.681818182,0,0.227272727,0.045454545,0,0.045454545,0.47,0.243333333,0.14722,0.052132701,0.992325024,Andrew Jackson
Jefferson,Thomas,2,4950,1801,0.473684211,0.192982456,0.27534626,0.526315789,0.526315789,0.578947368,0,0.157894737,0.157894737,0,0.105263158,0.40397351,0.119205298,0.195824745,0.111764706,0.978113705,Thomas Jefferson
Jefferson,Thomas,2,5110,1805,0.888888889,0.462962963,0.4,0.111111111,0.444444444,0.666666667,0.055555556,0.222222222,0.055555556,0,0,0.323529412,0.14869281,0.108535179,0.081081081,0.99119985,Thomas Jefferson
Johnson,Andrew,2,9339,1865,0.222222222,0.111111111,0.118518519,0.777777778,1,0.333333333,0,0.277777778,0.166666667,0,0.222222222,0.338582677,0.148293963,0.133870668,0.066176471,0.991140912,Andrew Johnson
Johnson,Andrew,2,7370,1866,0.454545455,0.181818182,0.226446281,0.545454545,0.363636364,0.545454545,0.090909091,0.090909091,0.181818182,0,0.090909091,0.226765799,0.053283767,0.117988972,0.039285714,0.995364719,Andrew Johnson
Johnson,Andrew,2,12295,1867,0.357142857,0.107142857,0.170408163,0.642857143,0.5,0.5,0.071428571,0.107142857,0.142857143,0.035714286,0.142857143,0.185365854,0.070731707,0.080490184,0.063926941,0.994854509,Andrew Johnson
Johnson,Andrew,2,10319,1868,0.727272727,0.515151515,0.236363636,0.272727273,0.818181818,0.318181818,0.045454545,0.5,0,0.045454545,0.090909091,0.260188088,0.08045977,0.114678511,0.064516129,0.992601386,Andrew Johnson
Johnson,Lyndon,2,22287,1963,0.668341709,0.27638191,0.334562259,0.331658291,0.40201005,0.64321608,0.060301508,0.130653266,0.075376884,0.020100503,0.070351759,0.511210762,0.242152466,0.177514127,0.308527132,0.945232076,Lyndon Johnson
Johnson,Lyndon,2,351897,1964,0.551561022,0.226952591,0.232425598,0.448438978,0.498265531,0.560706402,0.066855881,0.148218228,0.091138442,0.032166509,0.100914538,0.465916525,0.240307035,0.133326172,0.293230997,0.960904634,Lyndon Johnson
