lastname,firstname,Ccode,Word Count,year,month,distrust,task,bace,igb,sc,cc,power,name
Blair,Tony,200,15713,1998,2,0.100490196,0.610544218,0.389587074,0.113065327,0.348432056,0.493545184,0.23388582,Tony Blair
Blair,Tony,200,10169,1998,3,0.086956522,0.589242054,0.376262626,0.115523466,0.351219512,0.565830721,0.299465241,Tony Blair
Blair,Tony,200,7566,1998,4,0.166666667,0.638513514,0.445182724,0.081339713,0.360544218,0.520295203,0.241992883,Tony Blair
Blair,Tony,200,19275,1998,5,0.053527981,0.645833333,0.444104135,0.092511013,0.356932153,0.555895865,0.24137931,Tony Blair
Blair,Tony,200,15933,1998,6,0.108433735,0.693083573,0.406666667,0.116772824,0.366906475,0.513170732,0.308219178,Tony Blair
Blair,Tony,200,12269,1998,7,0.113513514,0.566315789,0.375555556,0.092485549,0.347222222,0.502469136,0.26635514,Tony Blair
Blair,Tony,200,5480,1998,9,0.395833333,0.630252101,0.409090909,0.125,0.43877551,0.483965015,0.284883721,Tony Blair
Blair,Tony,200,7185,1999,1,0.127272727,0.602787456,0.459375,0.111111111,0.39375,0.493181818,0.313915858,Tony Blair
Blair,Tony,200,8669,1999,10,0.071672355,0.66163142,0.395522388,0.169724771,0.302521008,0.511811024,0.296577947,Tony Blair
Blair,Tony,200,12293,1999,11,0.12962963,0.558823529,0.390957447,0.104693141,0.325301205,0.547908232,0.245856354,Tony Blair
Blair,Tony,200,13801,1999,12,0.106870229,0.712244898,0.383817427,0.071240106,0.340314136,0.523968785,0.282051282,Tony Blair
Blair,Tony,200,13049,1999,2,0.114754098,0.689922481,0.409871245,0.095808383,0.405982906,0.543608124,0.25,Tony Blair
Blair,Tony,200,23224,1999,3,0.104477612,0.674646355,0.425,0.081374322,0.327365729,0.519572954,0.261580381,Tony Blair
Blair,Tony,200,20029,1999,4,0.101248266,0.664197531,0.421733506,0.118506494,0.442244224,0.500398406,0.268716578,Tony Blair
Blair,Tony,200,9796,1999,5,0.084337349,0.572519084,0.400977995,0.095070423,0.404878049,0.492610837,0.26,Tony Blair
Blair,Tony,200,19407,1999,6,0.086890244,0.673723537,0.428571429,0.131403118,0.422018349,0.524003255,0.257410296,Tony Blair
Blair,Tony,200,11829,1999,7,0.160377358,0.661469933,0.399509804,0.126811594,0.445544554,0.525096525,0.243176179,Tony Blair
Blair,Tony,200,5951,1999,9,0.12745098,0.598870056,0.459627329,0.106145251,0.264150943,0.561959654,0.234567901,Tony Blair
Blair,Tony,200,5205,2000,1,0.146666667,0.474418605,0.479041916,0.081818182,0.411764706,0.538681948,0.239263804,Tony Blair
Blair,Tony,200,13278,2000,11,0.068825911,0.659926471,0.426966292,0.1125,0.303418803,0.557986871,0.328671329,Tony Blair
Blair,Tony,200,16040,2000,12,0.122171946,0.653097345,0.412698413,0.126436782,0.391534392,0.507692308,0.293023256,Tony Blair
Blair,Tony,200,8149,2000,2,0.184931507,0.646666667,0.397003745,0.161290323,0.382352941,0.559921415,0.273809524,Tony Blair
Blair,Tony,200,21834,2000,3,0.107061503,0.628232759,0.425470333,0.089108911,0.382165605,0.547832586,0.282012195,Tony Blair
Blair,Tony,200,7635,2000,4,0.108333333,0.629770992,0.401574803,0.112426036,0.37007874,0.502994012,0.294354839,Tony Blair
Blair,Tony,200,7430,2000,5,0.275510204,0.551948052,0.442028986,0.142857143,0.303030303,0.526748971,0.328413284,Tony Blair
Blair,Tony,200,19390,2000,6,0.14957265,0.643377001,0.38704028,0.126696833,0.425925926,0.555736371,0.250922509,Tony Blair
Blair,Tony,200,32954,2000,7,0.139745917,0.630383712,0.41064257,0.122627737,0.354775828,0.562959334,0.26446281,Tony Blair
