lastname,firstname,Ccode,Word Count,year,quarter,distrust,task,bace,igb,sc,cc,power,name
Cecil,Robert,200,9097,1889,1,0.230215827,0.678571429,0.228915663,0.165048544,0.366336634,0.635093168,0.305555556,Robert Cecil
Cecil,Robert,200,11360,1889,2,0.211267606,0.633451957,0.30952381,0.126213592,0.316363636,0.582829504,0.274021352,Robert Cecil
Cecil,Robert,200,8979,1889,3,0.180451128,0.674509804,0.292604502,0.096774194,0.390151515,0.611190818,0.260416667,Robert Cecil
Cecil,Robert,200,18419,1891,1,0.195652174,0.701327434,0.266784452,0.147928994,0.435387674,0.654621265,0.267790262,Robert Cecil
Cecil,Robert,200,14669,1891,2,0.127118644,0.680412371,0.305376344,0.107806691,0.448504983,0.637457045,0.25282167,Robert Cecil
Cecil,Robert,200,7040,1896,1,0.241935484,0.596330275,0.273224044,0.116666667,0.421383648,0.671936759,0.233333333,Robert Cecil
Cecil,Robert,200,4951,1896,2,0.252252252,0.606451613,0.296774194,0.061538462,0.344827586,0.672972973,0.208053691,Robert Cecil
Cecil,Robert,200,10580,1896,3,0.14084507,0.62541806,0.309278351,0.089552239,0.446601942,0.626733922,0.252707581,Robert Cecil
Cecil,Robert,200,5098,1898,1,0.276595745,0.621428571,0.31547619,0.103448276,0.376,0.608695652,0.310559006,Robert Cecil
Cecil,Robert,200,7825,1898,2,0.222222222,0.684210526,0.264227642,0.1328125,0.342541436,0.61237785,0.245689655,Robert Cecil
Cecil,Robert,200,8870,1898,3,0.287878788,0.639344262,0.3,0.064516129,0.429752066,0.648318043,0.189393939,Robert Cecil
Cecil,Robert,200,5883,1900,1,0.217948718,0.594444444,0.34765625,0.1,0.378238342,0.622559653,0.258196721,Robert Cecil
Cecil,Robert,200,8223,1900,2,0.184466019,0.725581395,0.321138211,0.075,0.33492823,0.633802817,0.217021277,Robert Cecil
Cecil,Robert,200,6582,1900,3,0.298076923,0.474285714,0.314814815,0.072463768,0.331395349,0.6,0.214285714,Robert Cecil
Cecil,Robert,200,13021,1901,1,0.319148936,0.63681592,0.286069652,0.127777778,0.40952381,0.591133005,0.275324675,Robert Cecil
Cecil,Robert,200,4841,1901,2,0.23880597,0.769230769,0.261146497,0.094339623,0.354609929,0.623076923,0.194805195,Robert Cecil
Cecil,Robert,200,5849,1901,3,0.234042553,0.601449275,0.296969697,0.091743119,0.366071429,0.615384615,0.251572327,Robert Cecil
