lastname,firstname,Ccode,Word Count,year,quarter,i1,i2,i3,i4a,i4b,i5ap,i5pr,i5re,i5op,i5th,i5pu,p1,p2,p3,p4,p5,name
Blair,Tony,200,32895,2000,4,0.674603175,0.312169312,0.279100529,0.325396825,0.531746032,0.591269841,0.055555556,0.19047619,0.063492063,0.023809524,0.075396825,0.343406593,0.148809524,0.115994445,0.257142857,0.970172857,Tony Blair
Blair,Tony,200,32923,2001,1,0.6625,0.33125,0.239148438,0.3375,0.61875,0.546875,0.05625,0.228125,0.06875,0.01875,0.08125,0.41211226,0.186607582,0.121036635,0.320962889,0.961151732,Tony Blair
Blair,Tony,200,19516,2001,2,0.67804878,0.330081301,0.278772159,0.32195122,0.487804878,0.590243902,0.058536585,0.190243902,0.087804878,0.019512195,0.053658537,0.467336683,0.282244556,0.108295245,0.339966833,0.963183209,Tony Blair
Blair,Tony,200,9166,2001,3,0.465517241,0.198275862,0.241617122,0.534482759,0.362068966,0.560344828,0.060344828,0.112068966,0.181034483,0.017241379,0.068965517,0.329949239,0.192893401,0.077512948,0.370607029,0.971273157,Tony Blair
Blair,Tony,200,55814,2001,4,0.585185185,0.257407407,0.241341564,0.414814815,0.485185185,0.566666667,0.068518519,0.157407407,0.096296296,0.025925926,0.085185185,0.327394209,0.137342242,0.104356295,0.286168521,0.970136513,Tony Blair
Blair,Tony,200,33924,2002,1,0.688073394,0.339449541,0.297230873,0.311926606,0.519877676,0.599388379,0.039755352,0.204892966,0.091743119,0.009174312,0.055045872,0.38028169,0.175416133,0.125864113,0.295126354,0.962854183,Tony Blair
Blair,Tony,200,42955,2002,2,0.561712846,0.240973971,0.23743441,0.438287154,0.498740554,0.561712846,0.068010076,0.151133501,0.108312343,0.012594458,0.098236776,0.299781182,0.126185266,0.113644786,0.302822273,0.965585827,Tony Blair
Blair,Tony,200,26842,2002,3,0.594936709,0.254571027,0.286439139,0.405063291,0.388185654,0.603375527,0.071729958,0.122362869,0.126582278,0.004219409,0.071729958,0.310116086,0.119955777,0.104728431,0.282142857,0.970451621,Tony Blair
Blair,Tony,200,57442,2002,4,0.597845601,0.246558947,0.279827493,0.402154399,0.499102334,0.597845601,0.046678636,0.154398564,0.082585278,0.023339318,0.095152603,0.320754717,0.147314949,0.101019336,0.287855297,0.970921049,Tony Blair
Blair,Tony,200,47576,2003,1,0.561712846,0.226700252,0.25202241,0.438287154,0.423173804,0.579345088,0.080604534,0.120906801,0.105793451,0.022670025,0.090680101,0.29021827,0.107518189,0.10922153,0.242962056,0.973463312,Tony Blair
Blair,Tony,200,50459,2003,2,0.615740741,0.253858025,0.283796296,0.384259259,0.425925926,0.604166667,0.076388889,0.127314815,0.092592593,0.013888889,0.085648148,0.379962193,0.169187146,0.12562062,0.289932886,0.963578451,Tony Blair
Blair,Tony,200,21570,2003,3,0.543859649,0.282163743,0.164081256,0.456140351,0.622807018,0.478070175,0.074561404,0.219298246,0.109649123,0.026315789,0.092105263,0.301310044,0.163755459,0.08711123,0.332361516,0.97104758,Tony Blair
Blair,Tony,200,42603,2003,4,0.674418605,0.285852713,0.336621147,0.325581395,0.430232558,0.64244186,0.049418605,0.145348837,0.075581395,0.01744186,0.069767442,0.40990099,0.193729373,0.126158612,0.254062038,0.967947886,Tony Blair
Blair,Tony,200,42971,2004,1,0.593984962,0.261487051,0.280743211,0.406015038,0.446115288,0.596491228,0.052631579,0.147869674,0.120300752,0.007518797,0.07518797,0.317286652,0.129832239,0.117615119,0.303884235,0.96425862,Tony Blair
