lastname,firstname,Ccode,Word Count,year,distrust,task,bace,igb,sc,cc,power,name
Castro,Fidel,40,190571,1968,0.369073443,0.718675316,0.366495507,0.113202873,0.464497041,0.583712501,0.220937913,Fidel Castro
Castro,Fidel,40,111718,1969,0.309820194,0.765714286,0.372127139,0.106580541,0.467320261,0.576816197,0.213190184,Fidel Castro
Castro,Fidel,40,277725,1971,0.348949363,0.697342158,0.3579492,0.128073898,0.415367483,0.577973915,0.238530612,Fidel Castro
Castro,Fidel,40,84095,1972,0.257740249,0.582701062,0.300847458,0.149935925,0.370967742,0.56144411,0.24093124,Fidel Castro
Castro,Fidel,40,94596,1973,0.281086729,0.655746964,0.327191868,0.184457347,0.338129496,0.587939698,0.274088542,Fidel Castro
Castro,Fidel,40,67700,1974,0.235025381,0.650961916,0.338679245,0.198446328,0.384615385,0.535414481,0.270114943,Fidel Castro
Castro,Fidel,40,30341,1975,0.164229471,0.689463956,0.338858195,0.213178295,0.375,0.577129244,0.282485876,Fidel Castro
Castro,Fidel,40,29753,1976,0.32199271,0.670233463,0.331288344,0.212164074,0.513888889,0.586910995,0.277310924,Fidel Castro
Castro,Fidel,40,82443,1977,0.191310976,0.699118295,0.406402604,0.134411319,0.387596899,0.605209302,0.2239819,Fidel Castro
Castro,Fidel,40,75331,1978,0.27602108,0.699401198,0.369449378,0.160557563,0.464190981,0.590198123,0.231857319,Fidel Castro
Castro,Fidel,40,62938,1979,0.243745991,0.639503986,0.343796712,0.155109489,0.461538462,0.572458364,0.264728386,Fidel Castro
Castro,Fidel,40,137174,1980,0.245151033,0.734114376,0.34016235,0.15719276,0.491712707,0.598881342,0.253301321,Fidel Castro
Castro,Fidel,40,110680,1981,0.319387374,0.673422853,0.368421053,0.175477239,0.456937799,0.588602398,0.293240093,Fidel Castro
Castro,Fidel,40,105028,1982,0.226921328,0.683978596,0.345890411,0.11774259,0.449942463,0.618231458,0.24041123,Fidel Castro
Castro,Fidel,40,50951,1983,0.257142857,0.631425234,0.380645161,0.158878505,0.423423423,0.596297615,0.285077951,Fidel Castro
Castro,Fidel,40,137281,1984,0.227707006,0.713003503,0.362791932,0.129408903,0.478823529,0.602009362,0.252594211,Fidel Castro
Castro,Fidel,40,151290,1985,0.161279573,0.674595243,0.365219466,0.125211984,0.452644526,0.647421859,0.24082232,Fidel Castro
Castro,Fidel,40,45717,1986,0.195652174,0.78314746,0.387096774,0.103392569,0.473300971,0.605633803,0.225114855,Fidel Castro
Castro,Fidel,40,198460,1987,0.229493088,0.724555061,0.380704248,0.116499642,0.43559719,0.629136554,0.223613596,Fidel Castro
Castro,Fidel,40,157395,1988,0.198434622,0.694986605,0.390448414,0.125259229,0.500816549,0.625817153,0.220838052,Fidel Castro
Castro,Fidel,40,268140,1989,0.209882583,0.704651657,0.391837698,0.12380064,0.468553459,0.6159395,0.236027883,Fidel Castro
Castro,Fidel,40,193310,1990,0.182667056,0.686523605,0.400595998,0.104814522,0.433465086,0.636587809,0.224089636,Fidel Castro
Castro,Fidel,40,75105,1991,0.192982456,0.692482916,0.377598152,0.126170308,0.456097561,0.628861704,0.220434433,Fidel Castro
